Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2024-12-02 00:00:00-03:00,10.366073749712138,10.44460474383876,10.086853176944548,10.165383338928223,16776100,0.0,0.0
2024-12-03 00:00:00-03:00,10.139208531777582,10.261367971489276,10.060677522830286,10.095580101013184,10603200,0.0,0.0
2024-12-04 00:00:00-03:00,10.086853714899684,10.086853714899684,9.912340015469777,9.973420143127441,12788800,0.0,0.0
2024-12-05 00:00:00-03:00,10.034498759243618,10.209011614714921,9.9472419154365,10.191560745239258,12440600,0.0,0.0
2024-12-06 00:00:00-03:00,10.156659553562665,10.174110425408402,10.034500122070312,10.034500122070312,9680300,0.0,0.0
2024-12-09 00:00:00-03:00,10.078128806514473,10.191562388900746,10.04322622979124,10.147933959960938,9482400,0.0,0.0
2024-12-10 00:00:00-03:00,10.191562116564466,10.278818139969381,10.104305261016506,10.174110412597656,7600200,0.0,0.0
2024-12-11 00:00:00-03:00,10.174110400133731,10.374800834790964,9.982145817449213,10.313720703125,14248800,0.0,0.0
2024-12-12 00:00:00-03:00,10.209013001242926,10.226464705231711,9.938518246561138,10.034500122070312,14683800,0.0,0.0
2024-12-13 00:00:00-03:00,10.034499168165516,10.078127591847004,9.921065599450836,9.964694023132324,8110700,0.0,0.0
2024-12-16 00:00:00-03:00,10.043225290876453,10.086853715737554,9.894889145634505,9.938517570495605,12745800,0.0,0.0
2024-12-17 00:00:00-03:00,9.99959796318102,10.182836701988386,9.912341103884911,10.017048835754395,20648500,0.0,0.0
2024-12-18 00:00:00-03:00,9.990871874251457,9.990871874251457,9.650571961769286,9.72910213470459,18259200,0.0,0.0
2024-12-19 00:00:00-03:00,9.7727294578769,9.903614728916773,9.729101034196944,9.859986305236816,10988400,0.0,0.0
2024-12-20 00:00:00-03:00,9.833810515929814,10.130481994357375,9.81635881194658,10.069402694702148,26138300,0.0,0.0
2024-12-23 00:00:00-03:00,10.025774303228053,10.043226007274546,9.685474395751953,9.685474395751953,13931300,0.0,0.0
2024-12-26 00:00:00-03:00,9.681750615810842,9.841633012734883,9.575162633556808,9.814986228942871,16475500,0.195808,0.0
2024-12-27 00:00:00-03:00,9.832749533943257,9.948220048841208,9.770573428646632,9.806102752685547,10383000,0.0,0.0
2024-12-30 00:00:00-03:00,9.841632674216829,9.868279457092285,9.743927238949523,9.868279457092285,11527700,0.0,0.0
2025-01-02 00:00:00-03:00,9.859398885359008,9.868280582606515,9.699516475699182,9.841633796691895,14137800,0.0,0.0
2025-01-03 00:00:00-03:00,9.76169086886508,9.77945595439655,9.415280171860418,9.628456115722656,25034200,0.0,0.0
2025-01-06 00:00:00-03:00,9.717278981772164,9.779455933916198,9.584044228908764,9.637338638305664,16343700,0.0,0.0
2025-01-07 00:00:00-03:00,9.726162152308584,9.894927087053695,9.637339260361747,9.868279457092285,12298800,0.0,0.0
2025-01-08 00:00:00-03:00,9.823867821139325,9.850514602350628,9.539632382237107,9.628456115722656,13693800,0.0,0.0
2025-01-09 00:00:00-03:00,9.62845649314672,9.637339036260641,9.486339191667732,9.557397842407227,11972600,0.0,0.0
2025-01-10 00:00:00-03:00,9.477457043803238,9.486339587287597,9.219869212358603,9.299810409545898,15657100,0.0,0.0
2025-01-13 00:00:00-03:00,9.308691004929534,9.495220160608909,9.25539744449878,9.317573547363281,17354900,0.0,0.0
2025-01-14 00:00:00-03:00,9.317573881556097,9.36198574823189,9.219868452538076,9.264280319213867,12434600,0.0,0.0
2025-01-15 00:00:00-03:00,9.370868494822743,9.468573925966089,9.264280520733843,9.406397819519043,12001900,0.0,0.0
2025-01-16 00:00:00-03:00,9.406397273545908,9.424161511320014,9.113280150043277,9.131044387817383,11667600,0.0,0.0
2025-01-17 00:00:00-03:00,9.139927097558141,9.39751490314196,9.095515231681091,9.290926933288574,17814800,0.0,0.0
2025-01-20 00:00:00-03:00,9.308691561459863,9.441927164674121,9.237632911913293,9.397515296936035,5075900,0.0,0.0
2025-01-21 00:00:00-03:00,9.131045699089084,9.477457279832505,9.07775213102763,9.424162864685059,16785500,0.0,0.0
2025-01-22 00:00:00-03:00,9.459692578933593,9.4774576670706,9.308692718113138,9.353104591369629,11224000,0.0,0.0
2025-01-23 00:00:00-03:00,9.335339190354267,9.459691403517803,9.317574104424663,9.397515296936035,12055700,0.0,0.0
2025-01-24 00:00:00-03:00,9.353103806504025,9.3797514364734,9.27316261076781,9.326457023620605,7921600,0.0,0.0
2025-01-27 00:00:00-03:00,9.353102672170237,9.557396908395763,9.32645589251851,9.548514366149902,9001700,0.0,0.0
2025-01-28 00:00:00-03:00,9.548514201033667,9.619572843600073,9.495219795565943,9.57516098022461,7983300,0.0,0.0
2025-01-29 00:00:00-03:00,9.646220146326327,9.655102688900675,9.477456072843133,9.48633861541748,6828100,0.0,0.0
2025-01-30 00:00:00-03:00,9.530750408432214,9.770573994908498,9.504103625630165,9.699515342712402,8830600,0.0,0.0
2025-01-31 00:00:00-03:00,9.699515153963457,9.886044324119906,9.699515153963457,9.735044479370117,13621500,0.0,0.0
2025-02-03 00:00:00-03:00,9.717278306012863,10.028160503855949,9.681748984581011,9.939336776733398,14450200,0.0,0.0
2025-02-04 00:00:00-03:00,9.939338237842321,9.992632651367439,9.823868561528837,9.859397888183594,11445400,0.0,0.0
